topic	katarite	episode
diagnosis/hajimari	df10	３、４年ぐらい前、父親が亡くなって２年ぐらいたったころですね。あの、６年ですから、３、４年前。しっかりした母親やったんですよ。ところが、何か様子がどうも。もう、だから１人やったんですね、父親亡くなって。もうまったくの独居で、１人で暮らしてるときに、訪ねていったときに、どうもいつもと様子が違う感じを受けたんですね。それで、あのー、それでも１年間ぐらいは、ま、気のせいかな、今日は体調が悪いのかなとか思ってたりして。でもちょっと、これ、ちょっとおかしいなと思って、３年ぐらい前にわたしの住まいの近所の、一応認知症の、あのー、専門医があるんで、あの、町の、個人の病院なんですけど、母を連れて行ったんですよ。で、そこで、もう問診の段階で認知症っていう感じで言われまして。ただ、確定診をするために、あのー、血流の検査を受けに行きました。で、検査結果がもう、アルツハイマー性の認知症っていうふうにそこで診断されました、はい。
diagnosis/kakaru	df10	あのー、何か同じことを繰り返すいうイメージですね。何か、あれ、さっきも言うてたのにまた言ってるな、みたいな。ちょっとおかしいなっていうのが、最初僕が受けた感じですね。はい。―― そんときは、やっぱり何か、まあ年だし、少しは忘れっぽくなるかな、みたいな感じですかね。はい。それが半分と、さっき申し上げましたように、母親の姉がそういう病気になってましたんで、もう当時。だから、ひょっとしたらっていうのも、何か、でも、その、すぐにこう、検査に行ったりとか専門医に行こうという、アクションを起こさんかったのは何でかっていうと、ま、その辺はちょっとこう、あのー、日が流れたっていうのは正直なとこですね。で、行かなあかんな、でもまあ、もうちょっと様子見とこうかな、みたいな感じで１年間ぐらいは経ったように思います。―― なんかやっぱり、まあそうかな？と思っても、気のせいかな？とか、そんな感じですかね。だから、はい。こう、いろいろ、そこは。何か、はい。―― ありますよねえ。希望としてはそうじゃない方が…はい。こう、希望としては自分の中で否定してたり、やっぱりそうなんかな？とかいう、こう、葛藤の中で１年が経ったみたいな感じです。はい。
diagnosis/kensa	df10	あの、主治医ははっきり言いましたね。あのー、まあ、そんときは母親をちょっと外に出して、あの、「家族に」ってことで僕と姉とか呼ばれて、「もうお母さん、こういう状態です」と。で、「それもかなり進行してます」と。あの、「発症はもうずいぶん前に発症されてるみたいですね」、みたいな言い方でした。―― そうですか。はい。かなりもう、明確に問診、あのー、それは検査結果が出る、出てからですけれど、最初の行った時も、もうまず間違いないでしょう、みたいなニュアンスで言われました。はい。―― あの、画像の説明なんかはありましたか。ありました。その２回目の、あの、検査結果を持ってったときは。１回目のときは、何かこんな、こう、母に絵を描かして、それは相当ひどかったみたいです、点数が。50点のうちの16点ぐらいしか取れてなかったみたいで。まず、まず間違いないというふうに、１回目のときに、あの、１回目のその、あのー、連れていったときにもう言われました。で、確定診するために一応、その、あの、放射能（放射性薬剤）のちょっと入る血流検査を受けてくれということでした。―― あ、そうなんですね。そしたら、あの、ここの部分があの。血が流れてませんと。
diagnosis/kusuri	df10	今年の夏ぐらい、今から半年ぐらい前に、地元のおふくろが今住んでいる地域の精神科医の方に連れていったんですよ。ちょうどあの、認定がありますでしょ。―― あ、更新。介護認定の更新の、その主治医の、だから主治医が変わった形で先生んとこへ連れていって、全部、今までの様子とかを伝えて、で一応あの、まあ、精神科医さんを、当初、こう、ジャッジされたお医者さんから、違うお医者さんに、お医者さん自体が変わったんですけど、はい。―― でも薬はなしで？あ、ほんで、その先生は薬を出されました。―― あ、そうなんで。はい。―― どんな薬かご存じですか。アスべ…。―― アリセプト？ああ、そうだ、はい、はい。その薬です。―― そうなんだ。どうですか、始まってから。僕は、まだ飲み始めて半年たってるかたってないかですけど、僕は何か進行がちょっとこう、治まってるように――僕自体はだから、月に４回ぐらいしか会わないんですけど、週に１回ですから――ま、何かちょっと、様子がこう、止まってるかなっていうふうに思ってるんですけど、まあ、あのー、どうでしょう。そこの辺はちょっと、あんまりはっきり明確には分からないですが、何か、ちょっと薬の加減が効いてるのかなという気はせんでもないです、はい。何かね、表情がわりかし、そんな日によってちゃうんで、ま、僕４回行くか５回しか、月に会わないからあれなんですけど、前よりも何かちょっと表情は、ちょっと戻ったかなあ。戻ったというか、表情はいいかなというふうに。ま、薬飲む、自分の勝手にイメージがあるんかも分かんないですけど、あの、そんな感じはします。
resource/kimeru	df10	で、僕の気持ちとしては、まあもう、おふくろはどうせ、これより良くなることなかって、どんどん進行、ま、いずれ進行していくわけやから、できたら、そういう家を売るていうこと自体も簡単な作業じゃないんで、もうできたら、もう早いことそういうこと進めていって、おふくろを、そのー、まあ、グループホームなり、あのー、なかなかその、特養はちょっと難しいですけど、有料のその老人施設とかいうのを具体的に考えていった、考えていった方がいいということを、わたしはもう１年ぐらい前から、ずっと姉に言い続けてるんですけど、姉の方はまだその、お母さんの状態が今の状態であれば、何とかこの今の形で、あのー、こう、在宅で行きたいっていうのは、姉のまあ、気持ちなんです。で、その話し合いを、こう、2人でやると、やっぱりどうしても感情的になったりすんのは嫌なんで、ていうか、もう取り返しのつかんとこまで行っちゃうと、かなわんので。僕も姉の性格は分かってるもんですから、最後は泣くか、黙り込むかっていうことになっちゃうと、もうそこでかなりしんどいことになるんで。あの、ケアマネージャーが月に1回、あの今、要介護1なんですよ。で、ケアマネージャーが、あのー、自宅をこう、月に1回来る、来ますよね。そのときに必ず、僕、この1年半、約2年間、あのー、3人で会うようにしてるんですよ。あの、姉と僕とケアマネージャーと、ま、母親もおって。それを必ず月に1回、あのー、話し合いを持つ場を持って、第３者の人にそこにおってもらって、やっぱ話をせんと、どうしてもその、2人で話をすると、感情的に相手がなっちゃうもんですから、今、そういうふうなことを続けてます。―― ああ。もう、あの、すごい、最初から工夫されていてすごいなあと思うんですけど、あの、お姉さんの方はどうですか、だいぶ。ええとね、こないだも前回、今度12月の19日に、もう今年最後の、その3、出会いがあるんですけど、えー、ですから、10、今11月のそのケアマネージャーとの、その、あの、会合のときは、やっぱりその、今の状態でそのー、まだできたらね、続けていきたいみたいなことを姉は言いました。そのとき、ケアマネージャーさんおられるときに、あえていつも聞くんですよ。「もう自分の正直な気持ちを言うてくれ」と。要するに、自分で、自分の気持ちで背伸びして、あのー、例えば事進めたら、例えば家の売却進めていって、途中であの、がーんと、あの、ちゃぶ（台）返しされるような、されたら、えらいことになるんで。もう、自分がどうしても納得ができへんのやったら、もうそれでええから、自分が今どうしたいかっていうのをもう優先してくれたらええから、っていうことを、いつも僕は、まああの、聞くようにしてるんです。もうそうすると、今の、できたら、（この）体制で、ま、もう少し心の整理がつくまで行きたいと、あの、言いましたですね。
resource/kaigo	df10	もうちょっと自分のことを大事に考えてほしいなって。シングルですんでね。これが子どもがいたりね、あのー、だんなさんがいたりしたら、また別なんですけど、彼女（姉）は1人もんなんで、そこいら辺ももうちょっと、だから、どうしてこう、もうちょっと先を見ずに、今、今を見るん。今も大事やけど、今と同時に、もうちょっと先を見とけへんかったら、だから介護者っていうのはきっとそういう家庭、結構多いと思うんですけど、自分はそういう仕事にかかわったからだけじゃない…（かかわった）からかも分かりませんけど、あの、やっぱり、今、今半分、先半分ていう感じで、もう済んだことしょうがないんで、もうね、絶対帰ってきんへんから、しょうがないんで。今半分、先半分ていう視点で物を見とけへんかったら、絶対しんどいと思うんですよ。―― そうですよね。だから、僕の悩みちゅうのは、だから、姉がやっぱり燃え尽きてもろたら困るんで。そこにあんまり加担、があっと加担していってたら、おばあさん死んでまったら、姉自体がものすごく、こう、ダメージ受けるんちゃうかなっていう気分あるんで。それも、こないだの時に、ま、それは自分で言うてました。やっぱり、社会とのつながりを自分で持っていって、それは友達にアドバイスされたみたいです、同年代の。社会との、そのかかわりをきっちり持っとけへんかったら、そういう介護生活なんか送ってて、その、要するに、要介護者が死んだときにね、ものすごいダメージを受けるんで、っていうのを友達から言われたみたいです。だから僕も、そのとき、友達から言われたっていう話を自分から切り出したもんですから、「そうやで」って。「あんた、自分のこともよう考えとかんと、あんたももう、ええ年なんやから」、あの、その、「今、その、おばあさんをこう、見てるという、そこに酔いしれてたら」、ちょっと言葉悪いけど、「あかんと思うよ」って。やっぱり、自分ちゅうのをもうちょっと、自分の生活ももっとこう、大事にしてきへんかったら、その、その、今も含めて、先も含めて、きちんということになるから、もうそろそろ今からそれを、まあ「それは友達にも言われたんや」とは言ってました。
to-be-carer/kimoti	df10	だから、結局、要するに、うちのおばあさんのDNAはあったにしろ、あのー、おやじが死んで、僕なんかすごい反省してるんですけど、そういう山奥で（母が）1人になりましたやん。そこで社会との、その、父親の面倒見て、見なあかんという、すごい義務感があったけど、おやじが死んで、で、当初はまあ、そういう解放されたやろうけど、その後の、結局、誰ともこう、しゃべらんみたいなことが、ものすごい病気を進行させたと思うんで。僕はすごいそこはね、すごい悪いことしたなという、自責の念はあるんですけど。そのときに、やっぱりもっと、こう、どういうんかな、知識があればね。あのー、そのときにそういう知識がなかったから、ああ、あのしっかりしたおばあさんやから、ま、1人でも、普通にやってくやろうみたいな、軽い気持ちでおったんですけど、だからもう、それはものすごい悪いことしたなと思うてます、今は。
diagnosis/hajimari	df11	決定的なことが起きたのは、わたしがあの、ビワのお灸をしに、ちょっと九州の方まで行ってたときのことなんですけども、あの、母のことが心配で家に電話しましたら、弟が出たんですね。で、珍しいんですよね、弟が家に戻っているっていうことが。で、「どうしたの」って言ったら、「おまえこそ何してるんだ」って言ってね。それでね、「あの、有り金、うちのね、有り金を持って、おまえが逃げたことになってるぞ」って言われ、言われたんで（笑）。それで、「ええっ？！」ていうことで、「こう、こう、こうで今、九州に来てるんだよ」って言ったら、「そうか」っていうことになったんですけども。弟もね、初めて、何か母から電話があって、「お金がない」って。あのー、わたしが持って逃げたっていうので、あの、慌てて来てたんですよね。で、その時に弟が母から聞いたことは、あの、孫もね、その時一緒にいたんですけども、あのー、朝起きてみると、そのー、孫がね、たんすの前にいてお金がなくなってたとかね、そういうことを言って。弟、信じてたんですよね、それをね。で、そのころはもう、うちの息子も、あのー、母がご飯もあんまり作らなくなってたんで、っていうか、いっつも同じものを作って食べてて、あれは栄養失調になってしまうっていうことだったんで、一緒に住んでもらってたんですけどもね。（息子が）自分で帰りに買い物をして、ご飯作ってるんだよって聞いてたのに、その、母が作っててね、そのー、何ていうの、食事代も出さないって、言ってたんですよね。で、そういうことが、で、弟はね、にわかには信じられなくて。もう何かわたしと息子がね、あの、わたしの息子がね、ひどいやつだと思ってたんだけど、で、新聞の記事をね、２回続けて見たんだそうですよ。で、そういうことが書いてあって。一緒にいる人のことをね、すごく悪く言って、なんだけど、それは本人の、あの、病気がそうさせてるっていうの見て、そうなのかっていうことで、やっと納得したっていうのが、あのー、一番のその、大事件ていうか。私にとっては大事件だ（笑）。はい。
diagnosis/hiyaku	df11	そこから今度、町の病院に行ったんですけど、精神科なんですよね。そうすると、「何でわたしがこんな、精神科なんかに来なくちゃいけないんだ」って。で、お医者さんに何か聞かれても、もうすごい攻撃的なんです。うん。で、返事しなかったりとか、うん。で、そういうような状態が続いたんで、何か病院に連れてっても効果ないのかなってふうに思いまして。で、あの、そのときにね、脳にいいっていう、あの、糖の鎖って書いて、糖鎖っていうのが脳にいいっていうことで、その糖鎖を使ったサプリがあるっていうことで、それをあの、取り寄せて飲ませました。何か１ヵ月に３種類ぐらい、毎日のように朝、昼、晩て飲むんですけども、それも何か、あの、外国製だったので、粒が大きくて飲むの大変で。食後、毎食後に飲むっていうことでね、何か薬と間違えるんですよね。で、すごくけんかの連続で、何ヵ月だったのかな、結構高かったんですよね。ね、何ヵ月か飲んで、で、もう本当に疲れたんですよね、それが。ね、それ、まだ入る前ですけども、施設に。
diagnosis/hiyaku	df11	で、もう、これはもう大変だなと思ってたころに、今度アロマのお話が来たんです。で、アロマっていうのは、息しているだけでね、あの、脳の一番古いね、脳を刺激するから、すごくいいんだよっていうことを聞いて。で、においがする物、大っ嫌いだったんですよね、母は。化粧品のにおいとかね。だから駄目かなと思ったんですけど、ちょっとあの、植物系のやつを焚いたら、「ああ、いい。いいにおいがする」とか言って。何かね、すごい、こう、浮き沈みがすごく激しかったのが安定したんですね、結構。だから、あ、それは良かったなと思って。うん、焚いてましたね。
symptom/kioku	df11	次は父のことで、警察官だったんですけども。警察官はね、給料が安くてって。もうその話の繰り返し、繰り返しで。で、わたしは最初はね、何か父も苦労して、仕事してね。あの、それこそ夜も寝ないでっていうかな、そういう終戦直後でしたから、そういうことで、あの、一生懸命やってきて、もう66歳になった途端に亡くなってしまったっていうか、そんな感じだったので。で、その父をけなしてることになりますよね。だから、すごく最初、嫌だったんです。うん。でも、あのまあ、病気だ、だよねって思って、だんだんそういうことに対して、うん、あのー、理解、理解っていうのかな、せざるを得ないですもんね。で、大丈夫になってっていうことが、いろいろ次々と起きて、うん。その次は、あの、あれなんですね、今度、お父さんとお母さんが元気かっていうことにすごく関心持って。で、１つ１つそういうことを言わなくなって、うん。で、父のことに、父じゃないや、あの、わたしの父ね、のことに関しては、あの、亡くなった後ね、何回忌とかいうのがあって、「一緒に行こう」って言ったんですけども、何か…そういうのね、あの、「法事に行ったらお金かかるから、あんた１人で行っといで」いう感じで。で、「だって、あの、喪主はお母さんだよ」って言っても、「知らないよ、そんな、近くに行ったから、ご飯作ってあげただけ」とかね、父の（笑）。ええっ？！みたいな（笑）。だんだんそういう感じになって、忘れてってるんですよね。うん。そういうのはちょっと悲しいなと思いましたけど。
symptom/haikai	df11	まだ雪がある時期でしたけど、もう何か、うちに帰らなくちゃって。もうそのころになると、どこ行っても、自分の居場所がないみたいな感じになってるんですよね。で、「自分ちに帰る」って言って、で、自分のうちに行っても、たぶん、何かあのー、ここが本当に自分のうちっていうふうに思えないんじゃないかな、っていう感じになってた時期だったんですよね。で、何かあのー、父のことをね、急に思い出して、ご飯作んなくちゃいけないっていうふうに言って、出ていったりするようになって。
symptom/haikai	df11	で、もうちょっと大丈夫だろうと思ったんだけど、もうどんどん、どんどん、外に出ていくようになって。で、もう本当にバタッと倒れて動けなくなるまで歩くんですよね。で、一緒に歩ってたんだけど、で、「帰ろう」って言っても、「嫌だ」って言うし。そいで、その、一緒に働いてる人に電話してね、あの、「ここ通りかかったみたいにして来てくれる」って言ったら、すぐ来てくれて（笑）。で、その人が来て、「送ってこうか」って言ったら、「ああ、良かった」ってわたしが言って、もう（笑）。全然駄目なのに。そいで、すぐうちに帰ってね、うん。で、やっぱりね。―― やっぱり、あの、家族の言うことにはなかなか賛成してくれないけど、他人にはいいとこを見せて。そう、そう、うん。そうなんです、ええ。―― ていう感じですかねえ。うん。で、機嫌も直ったりして、うん。
symptom/komaru	df11	で、病院に連れてっても、もう病院嫌いだから、何かすごい怒る一方なんですよね、うん。そういうことがあって、そう、そのー、何て言うのかな、腫れ物に触るような時期っていうの、ありましたね。―― 期間にすると、どれくらいの長さでしたか。そうですね、あの、東京にいる、うんと、母が東京にいるとき、連れてきたとき、うーん、３、４年はありましたね、うん。だけど、努めて、あの、そういうふうに、もう、いつ怒り出すか分からないんですよ。うん。それでできるだけ、あの、いつも一緒にいて、うん、ていうことを心がけるようにしてましたね。何かあのー、飲みに行ったり、ご飯食べに行ったり連れてっても、何かあの、機嫌が今まで良かったなと思ったら、急にそこでね、カラオケ歌い出してきた、歌い出した人がいたら、急に怒って「帰る」とか言い出したりとか。うん、そういうことは山ほどあったんですけど、うん。
symptom/komaru	df11	ご飯食べに行ったときも、何かあのー、お魚のね、あの、お味噌汁っていうんですか、こう、頭から何から入ったのあるじゃないですか。そういうの大好きだったのに、お店からそれが出てきたらね、こんなもの入れたのをね、売るのかってすごく怒るんですよね。で、自分で作って食べてたでしょって思うんだけど、で、それはね、あの、何で怒ったかって後で考えたら、何て言うんだろう、上手に食べられなくなっちゃってたっていうか、うん、て。骨をね、しゃぶったりとか、そういうふうにしながら、あのー、ね、上手に食べてたのに、そういうのが何か、あ、どういうふうに食べるんだろうって、たぶん戸惑っちゃったんだと思うんですよね。
resource/kimeru	df11	いろいろけがさせたのですけども、何かもう見事に乗り切ってくれて（笑）。そう、うん。これ以上ね、もう無理だなって思ったときに、やっぱりあの、何て言うのかな…そう、ケアマネジャーの人とかも相談したんですよね。いろいろね。で、うちにも来てくれて。うん。で、あのー、あっちこっち探しました。んで、やっぱり母が気に入りそうな所、もう絶対、施設には入らないって言ってたんですよね。だから、あのー、少しでも、わたしが見てもここならって思う所がいいなって思って。何カ所も探していたんですけども。うん。もう駄目だなって思ったときに、連れてったんですけどね。―― 施設に入れなければ、もうやれないなって思われた、あのきっかけが、ご自分の生活にお母さま合わせている。ええ。―― そして、けがもたくさんする、というところですね。ええ。あと、あの、片時も目が離せない。何をやるか分からないんで、変なことしちゃって。だから、例えば、何て言うのかな、あのー、お米といだり、ご飯作ったりとかっていうことで、ちょっとこっちに集中してる間に何か起きちゃうんですよ。するともう、何かいつもそばに張りついてて、ご飯も作れない状況になるなんていう（笑）、うん。そこですね、やっぱり。うん。
resource/kimeru	df11	施設はできるだけ母が、あのー、ゆったり過ごせる所、監視され過ぎでもないし、そのー、何て言うのかな、できるだけ、あの、さっぱりしてるっていうか、あの、所っていうのを…こう気にしてました。ていうか、自分がこう、見た感じ、居心地のいい所っていうか、あの、母っていうよりも(笑)。それを主に。で、何カ所か見た中で、やっぱり何て言うんだろうな、あのー、老人幼稚園みたいな所あるんですよね。何か、あのー、子どもじゃないのに、こう、いろいろなぬいぐるみとか、それから、こう、うーんと、折り紙の飾りとかで飾り立ててあったりとか、うん。それで、いろんな物がごちゃごちゃと置いてあったりとか、うん。そういう所は嫌だな。あと、圧迫感がある所は嫌だなって。あと、管理されてる人を、見た印象が良くない所は嫌だなとか（笑）。うん、いろいろあったんですけどね。で、あの、すぐ近くに、あのー、わたしの前、勤めてた所が、その、に老人施設ができて、うん。温泉もあるし、いいなと思ったんですけど、そこ見に行ったときは、何かね、あのー、気持ちが明るくならないんですよ、その建物の中にいて。うん。ああ、これは落ち着かないなって思って、近いけどやめにしたとか。うん。で、あの、すごく、あの、働いてる人が若くて感じいいんだけど、何か周りがごちゃごちゃし過ぎてるっていうか、それはあの、お年寄りのためにっていうことで、火鉢とかね、そういう昔の物をあっちこっちディスプレーしてるんだけど、それが何か雑然としてる感じがしたの。だから、何となく気持ちがね、ただでさえ何かまとまりがつかないのに、もっと気持ちが雑然としちゃうんじゃないかって(笑)。それは、ただのわたしの感覚なんですけども。そういうことで、すごく何かすっきりしてて、こう、何て言うのかな、何にも置いてない、広いスペースがあるような。そういう広い…家の中なんだけど、そういう広間があって、で、あと床が軟らかかったんですよね、うん。で、あのー、個室もさっぱりしてるし…っていう所があって。で、主に施設だったんですけど、ここがいいなって思ったんですね。　で、そこを運営してる方も女性だったし。ここならいいって思ったんですね。で、あと、いろいろ、こう、今までの生活の延長線上で暮らせますっていうことと、できることはやってもらうってことと、できるだけ外に連れ出して、あの、いろいろなね、所を、あのー、何て言うのかな、こう、遊びに行ったりとか、その、お食事に行ったりとか、そういうことをやりますよっていうことだったんで。で、庭にちょっとした畑も作ってますっていうことだったんで、ここならいいだろうなって思って。―― それは老健施設ですか、グループホーム？グループホームです。ええ。―― あ、グループホームですね。はい。で、老健施設は、あのー、そのころ隣の町にあったんですけども、見に行ったら、ちょっと病院的だったんですね、見た感じが。―― ああ、そうですね。うん。で、ああ、これちょっと駄目だなって。（母と）一緒に見に行ったんだけど、「もう帰ろう、帰ろう」って言うんです。「ここは嫌だ」って言って。うん。それでやめてましたね。
resource/kimeru	df11	―― 今は、そのグループホームに、まだ同じグループホームにいらっしゃる？いえ、あの、去年の8月の末に、あのー、老健施設の方に移ったんです。っていうのは、1つのことがきっかけで、あ、ここに置いといても、違うかもしれないって思ったんですね。それは、母がだいぶ足腰弱ってきたんですよね。で、あのー、歩き回るんだけど、座ってることも多くなってっていうときに、やっぱり便秘がひどくなってて、で、下剤をね、飲んでたんですけども、そのー、下剤をこう、何で、口開いたから放り込むっていう、そういうことがあったんです。で、それを母は口の中にずっと入れてて、あのー、もう途中で、途中でっていうか飲み込まずに、こう、うえって吐き出してたんですよね。それで分かったんですけども、で、それがちょっとね、あの、納得させて飲ませなくちゃいけないのに、そういうことをしてたら、ちょっと肺炎とかになっちゃうかもしれないしっていうことで、あの、注意されて、それから、液体のね、検査用の強い下剤を飲まされるようになったんですよね。で、それもかわいそうだなって思って。あと、何て言うのかな、こう、車いすにね、なっちゃったときに、どういう対応になるだろうかって、本当はそこにね、あのー、動けなくなったらどうするって言われてて。で、病院に入れるか、ここでも看れますよって言われたんですよね。で、確かに寝たきりの人は何人かいるんです。でも、何か車いすに移したりとか、そういう作業見てたときに、すごく何か、あのー、プロっぽくないんですよね、やり方が。服を引っ張ったり、とか、うーん、何か、あれはちょっと体にくるんじゃないかとか思って。で、そうしたときに、もっとちゃんとお医者さんもね、あの、かかってないっていうか。あのー、毎月、定期検診があるんですけども、あのー、あなたのお母さんは拒否だからって、一度も受けてないとか。それからあと、お風呂もですね、拒否してたら入れてもらえないから、1カ月以上も入ってないときもあったりとか。あの、口をね、あの、歯を磨くのも自分でできなくなって、で、やりましょうって言ったら、ぷいってするから、もう駄目とか、それからあと、パジャマにも着替えないで、お風呂に入って着替えるまで同じ物を着てるとか。で、あと、一番だったのは、あの、夏にね、あの、みんな靴下はいてるのに、うちの母だけ裸足だったの。で、すごい、足冷たくなってむくんでるんですよ。どうして？って言ったら、歩き回るから鍛えてるのっていうことなんです。うん。それで、あれって思って。で、それをそのー、あの、老健の所に相談に行ったら、いじめかもしれないって言われて。うん。だから、その辺はどうかよく分かんないですけど。…それで、ちょっとあの、もっとね、あのー、本当にお医者さんが必要なときは診てもらえるとか、そう、その、パジャマにね、着替えるのもそんなに、お風呂に入って着替えるとき以外は、同じ着たきりスズメっていうことがないように、そういう所選んだ方がいいなっていうときに、見つかって。もう、運よく入れたんですよね。
resource/kimeru	df11	そうやって駄目な所、１つずつ消して最後に残った所に、もういきなり連れていったの。うん。―― その選んでるときに、お母さまは自分が入るっていう所を選んでるっていう意識はお持ちでした？多少あったと思います。あの、全然分かんないときもあったし、そこに入れられちゃうんじゃないかっていうこともあって。うん、ありましたね。―― で、最終的にその突然連れていって、そこで暮らすことになるときに、それはすんなり行きましたか？行きました。その、その時に、あのー、「今日行くよ」って言って。入ろうねって説明はしてたんですね。わたしもいつも行くからって。このままだとね、お母さんもまたけがするかもしれないし、ね、関係ない所にいるの、嫌でしょって。もう分かるとか、分かんないとか関係なく、ちゃんと言ったんですね。で、本当はそうふうにしたくないんだけど、２人しかいないから、あの、これ以上ね、無理だと思うからって言ったんですよね。「ごめんね」って言って。で、やっぱりその朝、あの、写真撮ったんだけど、あのー、後から見返したらね、母としてはすごい決死の覚悟の顔してますもんね(笑)。―― あ、そうですね。本当に。―― 分かります、うちもそうでしたから。うん。ねえ、本当。そいで、いきなり連れてって、もう、やっぱりまっすぐ行けなかったんですよ。だから、ちょっとね、あのー、何て言うの、車の中だったけど、一緒に果物食べて、じゃあ行くよっていうことで、こう、ちょっと１拍置いてね。で、行くよっていうことで、行って。中入ったら、あの、向こうからもね、出てきてくれて、そしたら、いきなり自分から、「よろしくお願いします」っていうふうに挨拶して。それから、すんなり、うん、行きました。本当にね、何か、ああ、ちゃんと分かってるんだなって思いましたね。
resource/kimeru	df11	それでわたしが行ったら、すごい表情がもうパッて変わって。最初でもね、最近、あの、けげんな顔するんです、最初。うーん？ってしてて。そのうち、だんだんにこにこしてきて、うん、なんですよね。だから、あのー、暮れからお正月ね、あの、泊まったんですよね。前、居た所は、あの、「うち、泊まるのは1泊3,000円いただきます」って言われて、うん。そいで、「泊まってもいいですけど」って言うから、ああ、あんまり歓迎されてないなと思って（笑）。行かなかったんですけどね。で、今度の所は一緒に泊まって。で、夜だけでも一緒にいたら全然違うんですよね。それで、何て言うのかなあ、あのー、施設の人がね、すごく熱心にやってくださってるのも見えますし。うん。だから、本人も安心して寝てるし。ああ、なんかこういうふうにね、こう、夜だけでも接するとかね、そういう施設があったら、すごくいいなと思って、うん。夜はそこに寝に帰るみたいな（笑）。そう。ちょっと、何か。―― 現在は、その老健に週に何回ぐらい泊まりに行かれるんですか？週何回も行ってないです。―― 1カ月に？今年の、うん、去年から今年にかけて1回ですね。そうです。―― あ、１年。そうですね。22年8月ですから、半年ぐらいで一度行かれたってことですね。そうです、はい。まだ、次のは決めてないんですけど、うん。―― それは、あの、家族の方が希望すれば。ええ、いつでも泊めてくれる。―― 老健側。ああ、そうですか。じゃあ、仮に毎日でもオッケーってことですか。そう、毎、毎日だったらどうなるのか、まだ聞いてないんですけど（笑）。そうすると、ちょっと、あのー、遠いので、うちの自宅からね。うん。え、どうなのかなと思って。で、そこに移り住むとかいうことも考えてもみたんですけども、そのー、○（自営の場所から）離れてるので、ちょっとなっていう感じなんですね。うん。
diagnosis/kensa	df12	あの、自分で病院は探しました。いくつか、やはりあの、こっちの○の地で探したんですけれども、その中でここへ行きたいっていう病院が、自分で見つけて、で、そこへ一緒に行きまして、で、そのときにアルツ、若年性アルツハイマーではないかって最初の診断で、心療内科で言われたんですね。で、詳しく調べてみましょうということが始まったんです。で、調べまして、２月、３月かかりまして、あのー、いろんな検査しました。脳波の検査をしたり、MR(I)撮ったりとか、血流の検査をしたり、それから知能のテスト、ペーパーテストをやったりとか、いろんなことをやったんですね。で、それで、ああ、やはり、あの、変な言い方なんですけど、純然たるアルツハイマー病ではないかと。普通、あのー、いろんなのが混ざったりするんですね。でも、主人は最後まで、本当にアルツハイマーだけだったんですね。
diagnosis/kusuri	df12	―― （病院に）かかられたころはもう治療薬って出てました？えーっと、かかられたとき、まだ、かかったとき出てません。で、その後、えー、平成11年ですか。あの、アリセプトが出ましたよね。で、アリセプトを飲み始めました。で、飲み始めたんですけども、これはうちは合わなかったんだと思います。すごく穏やかな性格なんですけども、１年ぐらいたったころに、あの、ちょっとおかしい行動が出たんです。それは、人を叩いてはいけないってのはあるんですね。だから、女性はましてや、叩いてはいけないっていうのが主人の、あれは持念じゃないかなと思うんですけど、それが壁を叩いたり、机を叩いたりっていうのが出てきたんです。…で、そこで先生と、「先生、こういう行動が出てきたんですけども」って言ったんですね。そしたら、「うーん、それが副作用っていう言い方はおかしいかもしれませんけども、そういう形で出たかな。やめようか」って先生、おっしゃったんですね。で、そのアリセプトをやめたんです。そしたら、その行動がなくなったんです。だから、以前の主人に戻ったんですね。ですから、ああ、やっぱりそういうこともあるんだなっていう。
diagnosis/hiyaku	df12	あの、病院から言われたのは、毎日食べたものを３度３度書いてくださいって。それも、食べたお皿を見ながら中に載ってるものじゃなく、食べ終わってからこのお皿に何が載ってたかなっていうの、考えながら書きなさいっていうのが先生の指示だったんですよ。でも、それも難しかったんですね、なかなか。初めのうちはいいんですけども、なかなか難しく。でも、あのー、ま、きまじめな人なので、書かなきゃいけないっていうのはあるんですね。で、食事を出してると、私に隠れて横、テーブルの下のところにメモを置いて、こう書くんですね、食事ある目の前で。それを初め、気がつかなかったんです。で、それをやってる途中で、こんなストレスたまることしなくてもいいっていうふうに私は思ったんです。だから、「お父さん、食べよう。食べていいよ。おいしく食べてしまおう、食べてからお母さんが教えてあげるから」って言って、で、このお皿、お魚だった、お肉だったっていうような、あの、問いかけをしながら。そうすると、「うーん、魚だったかなあ」とか言うんですね。「そうすると、そうね、魚だったね、これ。じゃあ、魚は煮魚だった。焼き魚だった」っていうふうな振り方をして、あのー、書かせていくようにしたんですね。で、最終的には、もうそれも難しくなってきたので、食べ終わってから、お父さん、今日はね、お魚、煮魚でね、焼き魚だったからねっとか、お肉だったからねとか言いながら。お野菜はこういうのあったねとか、そういう言い方をして、ずっと書いていったんです。
