STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TENURE,Job tenure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,_T,Total,A,Annual,2015,,11.018,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,_T,Total,A,Annual,2023,,10.85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,_T,Total,A,Annual,2022,,11.12,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,_T,Total,A,Annual,2021,,11.322,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,_T,Total,A,Annual,2020,,11.245,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,_T,Total,A,Annual,2019,,10.845,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,_T,Total,A,Annual,2018,,11.004,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,_T,Total,A,Annual,2017,,10.985,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2022,,10.407,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2021,,10.673,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2020,,10.965,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2019,,10.965,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2018,,11.016,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2017,,11.146,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2016,,11.277,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,_T,Total,A,Annual,2015,,11.239,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2015,,0.698,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,0.748,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,0.742,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2021,,0.915,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,0.694,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2019,,0.686,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2018,,0.693,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NOR,Norway,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2017,,0.694,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2017,,10.18,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2016,,10.235,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2015,,10.063,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2023,,9.89,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2022,,10.165,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2021,,10.455,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2020,,10.623,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2019,,10.134,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2016,,3.445,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2015,,3.464,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2022,,3.51,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2021,,3.448,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2020,,3.435,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2019,,3.496,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2018,,3.441,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2016,,6.952,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2015,,6.825,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2022,,6.497,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2021,,6.549,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2020,,6.611,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2019,,6.793,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2018,,6.911,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2015,,0.284,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2023,,0.242,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2022,,0.293,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2021,,0.285,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2020,,0.291,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2019,,0.287,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2018,,0.289,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2017,,0.282,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_GE10,10 years or over,A,Annual,2017,,18.268,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_GE10,10 years or over,A,Annual,2016,,18.139,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_GE10,10 years or over,A,Annual,2023,,22.938,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_GE10,10 years or over,A,Annual,2022,,22.818,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_GE10,10 years or over,A,Annual,2021,,22.74,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_GE10,10 years or over,A,Annual,2020,,22.525,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_GE10,10 years or over,A,Annual,2019,,18.509,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EST,Estonia,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2017,,3.516,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EST,Estonia,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2016,,3.426,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EST,Estonia,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2015,,3.458,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EST,Estonia,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2022,,3.454,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EST,Estonia,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2021,,3.435,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EST,Estonia,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2020,,3.396,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EST,Estonia,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2019,,3.475,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2021,,19.139,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2020,,19.019,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2019,,19.278,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2018,,18.804,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2017,,18.781,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2016,,18.718,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2015,,18.347,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CZE,Czechia,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2023,,19.774,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BGR,Bulgaria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,0.721,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BGR,Bulgaria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2019,,0.683,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BGR,Bulgaria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2018,,0.736,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BGR,Bulgaria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2017,,0.693,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BGR,Bulgaria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2016,,0.718,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BGR,Bulgaria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2015,,0.69,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BGR,Bulgaria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,0.741,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BGR,Bulgaria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,0.708,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FIN,Finland,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T9,From 1 to 9 years,A,Annual,2022,,3.9700174331665,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HRV,Croatia,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2015,,0.69,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HRV,Croatia,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,0.747,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HRV,Croatia,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,0.702,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HRV,Croatia,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2021,,0.699,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HRV,Croatia,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,0.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HRV,Croatia,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2019,,0.701,,A,Normal value,0,Units,1,One
